iter	MultiClass
165	0.2963032139
166	0.2958368647
167	0.295129889
168	0.2945426704
169	0.2940599905
170	0.2934214135
171	0.2928749023
172	0.2924106905
173	0.2919209653
174	0.2913779297
175	0.2909148749
176	0.2905246293
177	0.2900474254
178	0.2895865136
179	0.2890977234
180	0.2885905343
181	0.2882583088
182	0.2878098651
183	0.2872764001
184	0.2867108265
185	0.2861204224
186	0.2856369951
187	0.2852002117
188	0.2848056474
189	0.2842941253
190	0.2839794471
191	0.2835950443
192	0.2831614052
193	0.2825696305
194	0.2820774694
195	0.2816519455
196	0.2812034542
197	0.2808029072
198	0.2802935743
199	0.2799457813
200	0.2793434989
201	0.278903367
202	0.278407151
203	0.277889258
204	0.2775190802
205	0.2771264554
206	0.2767732921
207	0.2764361517
208	0.2760364067
209	0.2754675247
210	0.2750849986
211	0.2746056544
212	0.2743202682
213	0.2739900565
214	0.2736466551
215	0.2732401604
216	0.2728947263
217	0.2725903119
218	0.2723248952
219	0.2719195269
220	0.2715609096
221	0.2711082939
222	0.2707978615
223	0.2704184021
224	0.2700738352
225	0.2696152873
226	0.2692807196
227	0.2687731448
228	0.2685100954
229	0.2682057635
230	0.267900497
231	0.2675925887
232	0.2673161838
233	0.266866987
234	0.2665252795
235	0.2662225655
236	0.2659221877
237	0.2654493969
238	0.2652041577
239	0.2648778253
240	0.2643830625
241	0.2641550122
242	0.2637861726
243	0.2634938801
244	0.2632110813
245	0.2629195265
246	0.2626808615
247	0.2623522663
248	0.2620127426
249	0.2617455435
250	0.2614409903
251	0.2609388852
252	0.2607112766
253	0.2603048263
254	0.2600088116
255	0.2597233416
256	0.259341328
257	0.259005415
258	0.2587085776
259	0.2584057562
260	0.2580157871
261	0.2576979932
262	0.2574879074
263	0.257113762
264	0.2568268914
265	0.2566809352
266	0.2563681326
267	0.2561415705
268	0.2558380533
269	0.2556095227
270	0.2553324617
271	0.2551715257
272	0.2549191755
273	0.2545970694
274	0.2543640206
275	0.2541158233
276	0.2537944841
277	0.2535337166
278	0.2532871203
279	0.2530069452
280	0.2527592845
281	0.252434348
282	0.2521345006
283	0.2519226427
284	0.2517325187
285	0.25152901
286	0.2512738501
287	0.2509882397
288	0.2507318103
289	0.2504924498
290	0.2501694213
291	0.2498812548
292	0.249638593
293	0.2493727576
294	0.2491210725
295	0.2488712015
296	0.2487042588
297	0.2485316155
298	0.2483428772
299	0.2481415637
300	0.2479001211
301	0.2476492311
302	0.2474295813
303	0.247147266
304	0.2469348252
305	0.2467541846
306	0.2464513822
307	0.2462026853
308	0.2459670008
309	0.2456801946
310	0.2454041419
311	0.2452257645
312	0.2450596095
313	0.2448601085
314	0.2447495309
315	0.2444748345
316	0.2443116956
317	0.244171461
318	0.2438648129
319	0.2436398595
320	0.243484395
321	0.2433185731
322	0.2431229307
323	0.2429901496
324	0.2428137408
325	0.2425459429
326	0.2423742758
327	0.2421205962
328	0.2419384344
329	0.2418054811
330	0.2416529235
331	0.2414354692
332	0.2411791696
333	0.2409543854
334	0.2407329624
335	0.2406228925
336	0.2404656161
337	0.2402388439
338	0.2399742134
339	0.2398412269
340	0.2397038833
341	0.2394861234
342	0.2392538874
343	0.2389625202
344	0.2388099368
345	0.2386276108
346	0.2384275449
347	0.2382285187
348	0.2380740094
349	0.2378797736
350	0.2376357386
351	0.237331222
352	0.23711174
353	0.2369455671
354	0.2367904951
355	0.2366108615
356	0.2363457994
357	0.2362067413
358	0.2359620924
359	0.2357530897
360	0.2356288787
361	0.2354299887
362	0.2352146936
363	0.235047303
364	0.23485338
365	0.2345893505
366	0.234425475
367	0.2342792561
368	0.2340605967
369	0.2338739003
370	0.2337421958
371	0.2334968958
372	0.2332431784
373	0.2330089195
374	0.2327996252
375	0.2326209357
376	0.2324274155
377	0.2322563563
378	0.2320305228
379	0.2319074242
380	0.2317325833
381	0.231532598
382	0.2314436497
383	0.2312464271
384	0.2310180633
385	0.2308029313
386	0.2306072114
387	0.2304727654
388	0.2303283057
389	0.2302117339
390	0.2299915238
391	0.2298440232
392	0.2296802124
393	0.2295275786
394	0.2293902942
395	0.2291767781
396	0.2290249731
397	0.2289243625
398	0.2287991623
399	0.2286303997
400	0.2284575759
401	0.2283393873
402	0.2281315923
403	0.227962296
404	0.2277962371
405	0.227685037
406	0.2275097813
407	0.2273782791
408	0.2270740446
409	0.2269420584
410	0.2267770074
411	0.2266008151
412	0.226455573
413	0.2262836053
414	0.2261338119
415	0.2259224995
416	0.2258030363
417	0.2256005995
418	0.2253975073
419	0.22529944
420	0.2251552503
421	0.2249782608
422	0.2248399903
423	0.2246855295
424	0.2245248327
425	0.2243977934
426	0.2242166351
427	0.2240973005
428	0.2239671685
429	0.2237039074
430	0.2235329035
431	0.2232755022
432	0.223117179
433	0.2229018592
434	0.2227814713
435	0.2226549994
436	0.2225364022
437	0.2223709754
438	0.2222953275
439	0.2221014294
440	0.2219801597
441	0.2218186672
442	0.2216459174
443	0.2214840494
444	0.2213805761
445	0.221244876
446	0.2211514947
447	0.220916127
448	0.2208110044
449	0.2206158409
450	0.2204868178
451	0.220360889
452	0.2201828058
453	0.220024433
454	0.219825055
455	0.2197122376
456	0.219596106
457	0.2194226388
458	0.2193015149
459	0.2191214265
460	0.2190352413
461	0.2189094858
462	0.2187425736
463	0.2185580441
464	0.2184148155
465	0.2182393769
466	0.2180801482
467	0.217926832
468	0.2177596762
469	0.2176592478
470	0.2175350468
471	0.2174406366
472	0.2172699487
473	0.2171285316
474	0.2169464038
475	0.2167992497
476	0.2165931095
477	0.216476987
478	0.2163565323
479	0.2162537957
480	0.2161003059
481	0.2159471192
482	0.2158185541
483	0.2156241283
484	0.2155130682
485	0.2154216329
486	0.2153265451
487	0.2151853661
488	0.2151212335
489	0.2149811493
490	0.2148655811
491	0.2146917035
492	0.2145429223
493	0.2144664812
494	0.2144096484
495	0.2142728263
496	0.2141761518
497	0.2140381273
498	0.2139056348
499	0.2138193087
500	0.2136513167
501	0.2134874526
502	0.2133248886
503	0.213207877
504	0.213109136
505	0.2130105971
506	0.2128587035
507	0.2127797326
508	0.2126532127
509	0.2125609107
510	0.2124455675
511	0.21228864
512	0.2121792817
513	0.2120626743
514	0.2119528482
515	0.2118628165
516	0.2117128125
517	0.2116283545
518	0.2115133899
519	0.2113640086
520	0.2112674106
521	0.2111405298
522	0.2110625551
523	0.2109662658
524	0.2108670341
525	0.2107652893
526	0.2106458565
527	0.2105340766
528	0.2104518731
529	0.2103734087
530	0.2102787472
531	0.2101872183
532	0.2101156688
533	0.2100068935
534	0.2098517531
535	0.2096815895
536	0.209572932
537	0.2093957639
538	0.2093345483
539	0.2092782835
540	0.2091701115
541	0.2090529691
542	0.2089504256
543	0.2088832058
544	0.2087242869
545	0.2086033449
546	0.2084661706
547	0.2083052571
548	0.2081820218
549	0.2081053718
550	0.2079452858
551	0.207800768
552	0.2077263638
553	0.207666309
554	0.2076046791
555	0.2075165835
556	0.2074597878
557	0.2073898563
558	0.2073266567
559	0.2071866093
560	0.2070178741
561	0.2069564352
562	0.2068199033
563	0.2067197213
564	0.2065393574
565	0.2064050847
566	0.2063227789
567	0.2062529479
568	0.2061450691
569	0.2060141447
570	0.2059023222
571	0.2058375124
572	0.2056849075
573	0.2055645489
574	0.2054825079
575	0.2053931957
576	0.2053240178
577	0.205219647
578	0.205100512
579	0.205016247
580	0.2049000439
581	0.2048347707
582	0.2047289626
583	0.2046795101
584	0.2045446876
585	0.2044671172
586	0.2043534806
587	0.2042848455
588	0.2041169103
589	0.2040380838
590	0.2039497067
591	0.2038165915
592	0.2036960342
593	0.203543161
594	0.2034276399
595	0.2033441511
596	0.2032766931
597	0.2031893009
598	0.2030960427
599	0.2030277652
600	0.2029472242
601	0.2027955827
602	0.202669594
603	0.2025697487
604	0.2024919349
605	0.2024329587
606	0.2022817017
607	0.20219602
608	0.2021175627
609	0.2020143212
610	0.2019055217
611	0.2018213374
612	0.2017475686
613	0.2016599106
614	0.2016060824
615	0.2015672824
616	0.2014267786
617	0.2013410883
618	0.2012123904
619	0.2011266189
620	0.2010905544
621	0.2010179668
622	0.2009578252
623	0.2008567538
624	0.2007491812
625	0.2006537744
626	0.20052957
627	0.2004312112
628	0.2003312602
629	0.2002741588
630	0.2002045422
631	0.200131359
632	0.1999965874
633	0.1999057249
634	0.1997889852
635	0.1996970058
636	0.1996165056
637	0.1995407967
638	0.1994072927
639	0.1992681207
640	0.1991855899
641	0.1991325572
642	0.1990670544
643	0.1989595182
644	0.198890482
645	0.1988450672
646	0.1986638615
647	0.1985487562
648	0.1984734187
649	0.1983187673
650	0.1982624072
651	0.1981475233
652	0.1980211514
653	0.1979763898
654	0.197835283
655	0.1977650981
656	0.1976689476
657	0.1975030337
658	0.197365664
659	0.1972785553
660	0.1971811613
661	0.1970472163
662	0.1968673453
663	0.1967732691
664	0.1967242348
665	0.1966073019
666	0.1965354522
667	0.1964809959
668	0.1964096612
669	0.1963232768
670	0.1962699154
671	0.1961784692
672	0.1960767631
673	0.195882277
674	0.1957303929
675	0.195681918
676	0.1956143342
677	0.1955023847
678	0.1953529771
679	0.1953133665
680	0.1952672353
681	0.195170786
682	0.1950901659
683	0.1950385322
684	0.1949604824
685	0.1948754788
686	0.194822776
687	0.1947370315
688	0.1946737036
689	0.1946472531
690	0.194587717
691	0.1945047067
692	0.1944424609
693	0.1943197623
694	0.1942085582
695	0.1940679311
696	0.1939890188
697	0.1938376954
698	0.1937615323
699	0.1936706622
700	0.1935640011
701	0.1935164249
702	0.1934597078
703	0.1933901073
704	0.1932859518
705	0.1932125696
706	0.1931437727
707	0.193040636
708	0.1929065813
709	0.1928174127
710	0.1927498132
711	0.1926911738
712	0.1926686296
713	0.1926277868
714	0.1925961709
715	0.1925367596
716	0.1924804096
717	0.1924101916
718	0.1923605327
719	0.1923480931
720	0.1922840474
721	0.1922128725
722	0.1921653824
723	0.1921085394
724	0.1920644219
725	0.1919966125
726	0.1919431516
727	0.1918302358
728	0.191787445
729	0.1916214259
730	0.1915157068
731	0.1914248852
732	0.191298149
733	0.1912204024
734	0.1911080711
735	0.1910333141
736	0.190916496
737	0.1908522244
738	0.1907495866
739	0.1906361982
740	0.1905897339
741	0.1905141596
742	0.1904871806
743	0.1904479234
744	0.1903923604
745	0.1903209102
746	0.1902176505
747	0.190169727
748	0.1901003603
749	0.1900260106
750	0.1899694118
751	0.1898719307
752	0.1897666912
753	0.1896621877
754	0.1895988813
755	0.1894881492
756	0.189339425
757	0.1893016347
758	0.1892387214
759	0.1891932403
760	0.1890945948
761	0.1890198785
762	0.1889477049
763	0.1888789431
764	0.1887387166
765	0.1886333534
766	0.1885737763
767	0.188427285
768	0.188383115
769	0.1883107415
770	0.1882370054
771	0.1881723571
772	0.1880623081
773	0.1880224523
774	0.1879106915
775	0.1878789402
776	0.1877597963
777	0.1876917829
778	0.1876551639
779	0.1875625785
780	0.1875145871
781	0.1874716248
782	0.187407415
783	0.1873265851
784	0.1872717776
785	0.1872287287
786	0.1871666018
787	0.1871168838
788	0.1870298851
789	0.187001239
790	0.1869343638
791	0.1868875455
792	0.1868348173
793	0.1866860271
794	0.1866353606
795	0.1865380287
796	0.1865042938
797	0.1864441926
798	0.1863860104
799	0.1863321444
800	0.1862907316
801	0.1862406235
802	0.1861511134
803	0.1860419651
804	0.1859970517
805	0.1859724655
806	0.1859150379
807	0.185811624
808	0.1857250201
809	0.1856742279
810	0.185620024
811	0.1854641886
812	0.1853975037
813	0.1853003058
814	0.1852319773
815	0.1851414506
816	0.1850664925
817	0.1849944774
818	0.1849382355
819	0.1848446814
820	0.184754422
821	0.1847008206
822	0.1846549422
823	0.1845652399
824	0.1844684997
825	0.1843650631
826	0.1843299265
827	0.1842614923
828	0.1841564783
829	0.1840442641
830	0.1839827193
831	0.1839074806
832	0.1838473166
833	0.1837357589
834	0.1836627823
835	0.183610764
836	0.1835254139
837	0.1835038886
838	0.1834316822
839	0.1833657063
840	0.1833444678
841	0.1832923652
842	0.1832488176
843	0.1832137001
844	0.1831445263
845	0.183080714
846	0.1830057225
847	0.1829267806
848	0.182903143
849	0.182807585
850	0.1827380497
851	0.1826650931
852	0.1826072518
853	0.1825233998
854	0.182450829
855	0.1823848898
856	0.1823122295
857	0.182288921
858	0.1822576649
859	0.1821969947
860	0.1821431179
861	0.1820714673
862	0.1819899221
863	0.1819571439
864	0.1818710981
865	0.1817876844
866	0.1817225695
867	0.1816746073
868	0.1816019859
869	0.181531264
870	0.1814817113
871	0.1814127851
872	0.1813625082
873	0.1812931402
874	0.1812399311
875	0.1811809244
876	0.1811235385
877	0.1810964488
878	0.1810645075
879	0.1810341971
880	0.1809593519
881	0.1808563335
882	0.1808020063
883	0.1807787843
884	0.1807224978
885	0.1805957064
886	0.1805420005
887	0.180514171
888	0.1804824478
889	0.1804209191
890	0.1803844614
891	0.1803025751
892	0.1802563491
893	0.1802019338
894	0.1801247174
895	0.1800484874
896	0.179961901
897	0.1799131019
898	0.1798861637
899	0.1797792051
900	0.1796701275
901	0.1795554647
902	0.1795029202
903	0.1794275049
904	0.1793655664
905	0.1793047236
906	0.1792088929
907	0.1791897362
908	0.1791509565
909	0.1790466421
910	0.1789005071
911	0.1788375403
912	0.1787706438
913	0.1787165947
914	0.1786731418
915	0.1785963911
916	0.1785391187
917	0.1784632595
918	0.1784055021
919	0.1783686804
920	0.1783390835
921	0.1782744642
922	0.1781886953
923	0.1781734045
924	0.1781052947
925	0.1780629838
926	0.1780249821
927	0.1779587876
928	0.1779251432
929	0.177848911
930	0.17778179
931	0.1777342487
932	0.1776686093
933	0.1775851132
934	0.1775406376
935	0.1774755685
936	0.1774191748
937	0.1773678048
938	0.1772931296
939	0.177268559
940	0.1772529054
941	0.1772112362
942	0.1771752027
943	0.1771197657
944	0.1770839954
945	0.1770467825
946	0.1770157623
947	0.176991992
948	0.1769324027
949	0.1769039899
950	0.1768642425
951	0.1768063461
952	0.1767705829
953	0.1767313108
954	0.1766581448
955	0.1765899611
956	0.1765349392
957	0.176493414
958	0.1764485332
959	0.1764071423
960	0.1763507935
961	0.176271311
962	0.1762539362
963	0.176232867
964	0.176188118
965	0.1761421715
966	0.1761001386
967	0.1760756517
968	0.1760426228
969	0.1759862967
970	0.1759458404
971	0.1758860776
972	0.1758400267
973	0.1758194317
974	0.17574837
975	0.1757074669
976	0.1756538934
977	0.1756192658
978	0.175539011
979	0.175495347
980	0.1754381777
981	0.1753894874
982	0.1753181756
983	0.1752877246
984	0.1752229118
985	0.1752021064
986	0.1751111105
987	0.1750523854
988	0.1749729265
989	0.1748847639
990	0.1748657152
991	0.1748230753
992	0.1747924695
993	0.1747589447
994	0.1746972581
995	0.1746208678
996	0.1745938534
997	0.1745782754
998	0.1745497954
999	0.1744922736
